"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.636688875E0,-2.180674744E1,3.742718887E1,-2.028984833E1
2.646685875E0,-2.336755371E1,3.628268814E1,-2.051784897E1
2.656682875E0,-2.503587341E1,3.525192642E1,-2.052827072E1
2.666679875E0,-2.626222229E1,3.397677994E1,-2.098938370E1
2.676676875E0,-2.774311829E1,3.274317551E1,-2.114492416E1
2.686673875E0,-2.916354370E1,3.131210518E1,-2.115395355E1
2.696670875E0,-3.055480957E1,3.013779831E1,-2.110858917E1
2.706667875E0,-3.190461731E1,2.857558250E1,-2.122187042E1
2.716664875E0,-3.327545166E1,2.694463730E1,-2.112907410E1
2.726662875E0,-3.449143982E1,2.520996857E1,-2.117763519E1
2.736659875E0,-3.589939880E1,2.341059494E1,-2.088710785E1
2.746656875E0,-3.705123901E1,2.173285675E1,-2.076763535E1
2.756653875E0,-3.828941345E1,1.994015312E1,-2.045058060E1
2.766650875E0,-3.925187683E1,1.803373528E1,-2.029064560E1
2.776647875E0,-4.022921753E1,1.605609512E1,-2.015221024E1
2.786644875E0,-4.083911133E1,1.400457764E1,-2.009075928E1
2.796641875E0,-4.158203125E1,1.213582134E1,-1.979703522E1
2.806638875E0,-4.199311829E1,1.019190788E1,-1.966725540E1
2.816635875E0,-4.264457703E1,8.435737610E0,-1.941874313E1
2.826632875E0,-4.286422729E1,6.677963257E0,-1.946358871E1
2.836629875E0,-4.334616089E1,4.867807388E0,-1.938025284E1
2.846626875E0,-4.350883484E1,3.157987595E0,-1.916233063E1
2.856624875E0,-4.365881348E1,1.705974579E0,-1.930403137E1
2.866621875E0,-4.354556274E1,7.567214966E-2,-1.921569824E1
2.876618875E0,-4.366452026E1,-1.408132553E0,-1.873416901E1
2.886615875E0,-4.364787292E1,-2.781726837E0,-1.876144409E1
2.896612875E0,-4.364024353E1,-4.096008301E0,-1.889347839E1
2.906609875E0,-4.341741943E1,-5.156105042E0,-1.905980301E1
2.916606875E0,-4.323513794E1,-6.057922363E0,-1.901733780E1
2.926603875E0,-4.289710999E1,-7.012590408E0,-1.918478012E1
2.936599708E0,-4.300759888E1,-7.813970566E0,-1.898192978E1
2.946596708E0,-4.271086121E1,-8.400123596E0,-1.922971344E1
2.956593708E0,-4.271763611E1,-8.979297638E0,-1.915650177E1
2.966590708E0,-4.254667664E1,-9.533596039E0,-1.956444550E1
2.976587708E0,-4.238243103E1,-9.873168945E0,-1.959744263E1
2.986585708E0,-4.206430054E1,-1.003794861E1,-1.994855499E1
2.996582708E0,-4.199119568E1,-9.938556671E0,-2.022904205E1
3.006579708E0,-4.178875732E1,-9.691993713E0,-2.056035614E1
3.016576708E0,-4.163914490E1,-9.489269257E0,-2.109807587E1
3.026573708E0,-4.143395996E1,-8.810970306E0,-2.172431564E1
3.036570708E0,-4.148515320E1,-8.085315704E0,-2.204363632E1
3.046567708E0,-4.127819824E1,-7.115335464E0,-2.259301758E1
3.056564708E0,-4.133799744E1,-5.983888626E0,-2.296491241E1
3.066561708E0,-4.118617249E1,-4.564544678E0,-2.347014618E1
3.076558708E0,-4.108944702E1,-3.301181793E0,-2.399913788E1
3.086555708E0,-4.074485779E1,-1.900049210E0,-2.435275650E1
3.096552708E0,-4.062086487E1,-4.896469116E-1,-2.450620651E1
3.106549708E0,-4.029664612E1,1.015270233E0,-2.490723801E1
3.116547708E0,-3.990303040E1,2.302194595E0,-2.515135574E1
3.126544708E0,-3.962280273E1,3.791460037E0,-2.581612396E1
3.136541708E0,-3.950494385E1,5.209667206E0,-2.597174835E1
3.146538708E0,-3.884098816E1,6.612844467E0,-2.619631958E1
3.156535708E0,-3.842317200E1,8.160430908E0,-2.636876678E1
3.166532708E0,-3.808503723E1,9.645616531E0,-2.643314743E1
3.176529708E0,-3.784561157E1,1.109412193E1,-2.628722763E1
3.186526708E0,-3.721176147E1,1.262780380E1,-2.659938431E1
3.196523708E0,-3.675425720E1,1.408781815E1,-2.621892166E1
3.206520708E0,-3.598753357E1,1.570714760E1,-2.634648895E1
3.216517708E0,-3.558825684E1,1.723964500E1,-2.627034760E1
3.226514708E0,-3.497724915E1,1.873620987E1,-2.619911957E1
3.236511708E0,-3.437307739E1,2.013954544E1,-2.580004120E1
3.246508708E0,-3.335765076E1,2.169049263E1,-2.565621567E1
3.256506708E0,-3.261132812E1,2.323100471E1,-2.528487778E1
3.266503708E0,-3.153906250E1,2.477322388E1,-2.528268814E1
3.276500708E0,-3.042066956E1,2.633817291E1,-2.510522842E1
3.286497708E0,-2.916755676E1,2.802616119E1,-2.503655624E1
3.296494708E0,-2.802156067E1,2.945109367E1,-2.450277328E1
3.306491708E0,-2.656771851E1,3.085160446E1,-2.427967072E1
3.316488708E0,-2.544729614E1,3.241275024E1,-2.397353363E1
3.326485708E0,-2.397630310E1,3.384909439E1,-2.347317505E1
3.336482708E0,-2.283642578E1,3.487626266E1,-2.280599976E1
3.346479708E0,-2.142953491E1,3.610172272E1,-2.241368866E1
3.356476708E0,-2.035568237E1,3.721150589E1,-2.178240967E1
3.366473708E0,-1.910192871E1,3.815747452E1,-2.135637665E1
3.376470708E0,-1.787863159E1,3.907815170E1,-2.056803131E1
3.386467708E0,-1.687136841E1,3.965776825E1,-2.023097229E1
3.396465708E0,-1.583700562E1,4.018019867E1,-1.990841675E1
3.406462708E0,-1.463034058E1,4.071610260E1,-1.939181137E1
3.416459708E0,-1.359791565E1,4.133512115E1,-1.904462051E1
