"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.377422542E0,-3.214599609E1,2.372797203E1,-1.964158249E1
2.387421542E0,-3.297695923E1,2.399223518E1,-1.771086502E1
2.397419542E0,-3.400518799E1,2.372991371E1,-1.630786133E1
2.407417542E0,-3.495124817E1,2.266183853E1,-1.561461639E1
2.417416542E0,-3.593334961E1,2.071755981E1,-1.628567123E1
2.427414542E0,-3.681724548E1,1.765099335E1,-1.769809341E1
2.437412542E0,-3.742303467E1,1.343539810E1,-1.968757629E1
2.447411542E0,-3.764276123E1,8.893854141E0,-2.141734314E1
2.457409542E0,-3.714186096E1,4.191501617E0,-2.327453995E1
2.467407542E0,-3.628799438E1,-5.645523071E-1,-2.477791977E1
2.477406542E0,-3.515817261E1,-5.229036331E0,-2.551568604E1
2.487404542E0,-3.357968140E1,-1.002260399E1,-2.633047485E1
2.497402542E0,-3.107344055E1,-1.466123581E1,-2.696934128E1
2.507401542E0,-2.797235107E1,-1.948870087E1,-2.711520004E1
2.517399542E0,-2.402964783E1,-2.423584557E1,-2.663817215E1
2.527397542E0,-1.955406189E1,-2.885017586E1,-2.582217026E1
2.537396542E0,-1.438513184E1,-3.278353119E1,-2.477685928E1
2.547394542E0,-8.736877441E0,-3.582998657E1,-2.353284836E1
2.557392542E0,-2.626113892E0,-3.800349045E1,-2.180775452E1
2.567391542E0,2.896087646E0,-3.911310959E1,-1.975514221E1
2.577389542E0,8.253143311E0,-3.923258972E1,-1.827002716E1
2.587387542E0,1.386505127E1,-3.789145660E1,-1.766441345E1
2.597385542E0,1.905877686E1,-3.583676910E1,-1.779438400E1
2.607384542E0,2.356097412E1,-3.342243958E1,-1.724137878E1
2.617382542E0,2.683201599E1,-3.145799446E1,-1.606798553E1
2.627381542E0,2.940791321E1,-3.003502083E1,-1.454922104E1
2.637379542E0,3.139140320E1,-2.914302635E1,-1.254064178E1
2.647377542E0,3.216151428E1,-2.885279655E1,-9.974288940E0
2.657376542E0,3.220005798E1,-2.965607071E1,-8.490634918E0
2.667374542E0,3.070896912E1,-3.142763901E1,-7.670436859E0
2.677372542E0,2.807530212E1,-3.392030334E1,-7.086936951E0
2.687371542E0,2.378224182E1,-3.675823593E1,-7.859153748E0
2.697369542E0,1.798228455E1,-3.967373657E1,-8.902095795E0
2.707367542E0,1.136540222E1,-4.172363281E1,-1.031621552E1
2.717366542E0,4.075103760E0,-4.255017090E1,-1.217487717E1
2.727364542E0,-3.668609619E0,-4.195526123E1,-1.339334106E1
2.737362542E0,-1.095278931E1,-3.994676971E1,-1.525223923E1
2.747361542E0,-1.769958496E1,-3.646542740E1,-1.711703110E1
2.757359542E0,-2.330667114E1,-3.218194199E1,-1.869025040E1
2.767357542E0,-2.859577942E1,-2.642786789E1,-1.967686081E1
2.777356542E0,-3.331762695E1,-1.989980316E1,-1.979672623E1
2.787354542E0,-3.626040649E1,-1.274252129E1,-1.899668503E1
2.797352542E0,-3.802201843E1,-6.617338181E0,-1.889340591E1
2.807351542E0,-3.843086243E1,-1.444534302E0,-1.880142593E1
2.817349542E0,-3.827442932E1,2.640541077E0,-1.897726059E1
2.827347542E0,-3.766340637E1,5.839311600E0,-1.892534637E1
2.837345542E0,-3.705491638E1,8.299102783E0,-1.950588989E1
2.847344542E0,-3.643132019E1,9.958576202E0,-2.018750381E1
2.857342542E0,-3.564239502E1,1.174656677E1,-2.090285873E1
2.867340542E0,-3.475296021E1,1.314348888E1,-2.161790466E1
2.877339542E0,-3.407926941E1,1.447362614E1,-2.228427124E1
2.887337542E0,-3.342442322E1,1.579131699E1,-2.288589096E1
2.897335542E0,-3.309114075E1,1.682437515E1,-2.289038467E1
2.907334542E0,-3.307704163E1,1.815239143E1,-2.198540115E1
2.917332542E0,-3.328816223E1,1.947087288E1,-2.086481094E1
2.927330542E0,-3.365979004E1,2.090569496E1,-1.914413071E1
2.937329542E0,-3.400453186E1,2.237915421E1,-1.698439026E1
2.947327542E0,-3.489811707E1,2.294354248E1,-1.413580322E1
2.957325542E0,-3.605615234E1,2.291709328E1,-1.183242416E1
2.967323542E0,-3.695921326E1,2.160846901E1,-1.104809952E1
2.977322542E0,-3.780197144E1,1.955483246E1,-1.200722885E1
2.987320542E0,-3.828630066E1,1.663555908E1,-1.410287094E1
2.997318542E0,-3.850148010E1,1.280207729E1,-1.669826126E1
3.007317542E0,-3.844059753E1,8.259298325E0,-1.890098572E1
3.017315542E0,-3.818191528E1,3.498283386E0,-2.078109741E1
3.027313542E0,-3.761186218E1,-1.046997070E0,-2.199399185E1
3.037312542E0,-3.654701233E1,-5.486986160E0,-2.315896988E1
3.047310542E0,-3.508175659E1,-9.406972885E0,-2.411457443E1
3.057308542E0,-3.306567383E1,-1.353404427E1,-2.493664932E1
