"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.554508375E0,-3.145280457E1,-3.313951874E1,-1.198322678E1
3.564506375E0,-3.727397156E1,-2.554434586E1,-1.189733124E1
3.574504375E0,-3.988992310E1,-2.160013008E1,-1.128855896E1
3.584502375E0,-4.235192871E1,-1.746310997E1,-1.072384644E1
3.594500375E0,-4.423558044E1,-1.328450775E1,-1.015864944E1
3.604498375E0,-4.549354553E1,-9.103111267E0,-9.923046112E0
3.614496375E0,-4.589912415E1,-5.411802292E0,-9.621925354E0
3.624494375E0,-4.599745178E1,-2.120672226E0,-9.792770386E0
3.634492375E0,-4.600794983E1,5.985660553E-1,-9.778209686E0
3.644490375E0,-4.599301147E1,2.791328430E0,-1.008212280E1
3.654488375E0,-4.610040283E1,4.384372711E0,-1.041183090E1
3.664485375E0,-4.606329346E1,4.957046509E0,-1.103498840E1
3.674483375E0,-4.558155823E1,5.255638123E0,-1.181698608E1
3.684481375E0,-4.492082214E1,5.369981766E0,-1.286025620E1
3.694479375E0,-4.460711670E1,5.853540421E0,-1.394291687E1
3.704477375E0,-4.424568176E1,6.468917847E0,-1.494056702E1
3.714475375E0,-4.408485413E1,7.029956818E0,-1.590954971E1
3.724473375E0,-4.346893311E1,7.244098663E0,-1.714951706E1
3.734471375E0,-4.291203308E1,6.999715805E0,-1.840886307E1
3.744469375E0,-4.249740601E1,6.482618332E0,-1.887863541E1
3.754467375E0,-4.253230286E1,5.474956512E0,-1.909197998E1
3.764464375E0,-4.270971680E1,4.555580139E0,-1.870307159E1
3.774462375E0,-4.341610718E1,3.688964844E0,-1.789242554E1
3.784460375E0,-4.367274475E1,3.196372986E0,-1.760198212E1
3.794458375E0,-4.363496399E1,2.911911011E0,-1.753244400E1
3.804456375E0,-4.336772156E1,2.586364746E0,-1.767304611E1
3.814454375E0,-4.339646912E1,2.038511276E0,-1.777313995E1
3.824452375E0,-4.346496582E1,1.295495987E0,-1.783752441E1
3.834450375E0,-4.387992859E1,-1.139411926E-1,-1.724553680E1
3.844448375E0,-4.414286804E1,-2.001520157E0,-1.696309662E1
3.854446375E0,-4.404573059E1,-4.088315964E0,-1.694116211E1
3.864444375E0,-4.337179565E1,-6.026262283E0,-1.658144760E1
3.874441375E0,-4.295260620E1,-8.372953415E0,-1.688723755E1
3.884439375E0,-4.245063782E1,-1.073780632E1,-1.734770584E1
3.894437375E0,-4.147631836E1,-1.368649673E1,-1.777167130E1
3.904435375E0,-4.002128601E1,-1.672987366E1,-1.843312073E1
3.914433375E0,-3.776278687E1,-2.023874283E1,-1.956134033E1
3.924431375E0,-3.482730103E1,-2.386804962E1,-2.041194916E1
3.934429375E0,-3.149223328E1,-2.747400665E1,-2.110604095E1
3.944427375E0,-2.787495422E1,-3.115127945E1,-2.150507355E1
3.954425375E0,-2.413732910E1,-3.462541199E1,-2.164159393E1
3.964423375E0,-1.961392212E1,-3.753053665E1,-2.126866913E1
