"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.874859500E0,-1.333049394E1,9.579862947E0,7.315094823E0
1.884857500E0,-1.148151781E1,9.647477810E0,6.978173579E0
1.894855500E0,-1.309032073E1,9.350747988E0,6.905926552E0
1.904853500E0,-1.390887478E1,9.977881747E0,7.542558528E0
1.914851500E0,-8.379122010E0,1.319084489E1,9.072857895E0
1.924849500E0,3.928353603E0,1.838583989E1,1.014566526E1
1.934847500E0,1.549650376E1,2.316197427E1,1.058439238E1
1.944845500E0,2.240659821E1,2.450458386E1,1.114709216E1
1.954842500E0,2.809548295E1,2.456986452E1,1.339777200E1
1.964840500E0,3.583133523E1,2.404830691E1,1.632916598E1
1.974838500E0,4.465658927E1,2.269774277E1,1.819714907E1
1.984836500E0,5.164945690E1,2.011789509E1,1.776694485E1
1.994834500E0,5.600368193E1,1.581997992E1,1.494322384E1
2.004832500E0,5.716923783E1,8.821718228E0,1.099025463E1
2.014830500E0,5.332578814E1,-3.454114008E-1,5.972800981E0
2.024828500E0,4.753029930E1,-7.475516108E0,1.132444289E0
2.034826500E0,4.358558986E1,-1.281149976E1,-7.863850164E-1
2.044824500E0,3.868755974E1,-1.942535321E1,2.329007390E-1
2.054822500E0,2.967161631E1,-2.689334453E1,2.098652236E0
2.064819500E0,1.815308445E1,-3.163309052E1,3.960482883E0
2.074817500E0,8.818671244E0,-3.387920252E1,4.760938640E0
2.084815500E0,3.263194231E0,-3.553276237E1,3.116760070E0
2.094813500E0,3.738670950E-1,-3.810696865E1,1.184959594E0
2.104811500E0,-1.822911726E0,-4.097680080E1,1.024274892E0
2.114809500E0,-2.643717400E0,-4.293949124E1,1.759965134E0
2.124807500E0,-1.800670525E0,-4.428564659E1,1.609574455E0
2.134805500E0,-4.153036080E-2,-4.533841204E1,1.267519940E0
2.144803500E0,1.232570694E0,-4.543562083E1,1.727549924E0
2.154801500E0,5.395458309E-1,-4.488304024E1,1.989200253E0
2.164798500E0,-2.037903174E0,-4.452773535E1,1.300638570E0
2.174796500E0,-4.849473086E0,-4.392863899E1,3.950823283E-1
2.184794500E0,-6.103694996E0,-4.328973478E1,-1.744692206E-2
2.194792500E0,-4.666828288E0,-4.229406155E1,2.106938910E-1
2.204790500E0,-1.175106744E0,-4.023679590E1,1.020865381E0
2.214788500E0,3.219531317E0,-3.779072316E1,1.469084574E0
2.224786500E0,9.026642672E0,-3.439174840E1,1.593795743E0
2.234784500E0,1.252734262E1,-3.039292181E1,1.444467796E0
2.244782500E0,1.167043199E1,-2.792063250E1,9.345791888E-1
2.254780500E0,8.037132985E0,-2.759574248E1,7.483276825E-1
2.264778500E0,4.130709364E0,-2.864397049E1,8.654743092E-1
2.274776500E0,2.229478424E0,-3.119195319E1,1.133355285E0
2.284773500E0,8.448605059E0,-3.254315819E1,2.129638971E0
2.294771500E0,2.337024508E1,-2.854475260E1,4.695978413E0
2.304769500E0,3.999548365E1,-2.138317175E1,8.800079437E0
2.314767500E0,5.515119531E1,-1.172851940E1,1.080285839E1
2.324765500E0,7.272708824E1,-1.764400978E0,1.223797912E1
2.334763500E0,8.644840774E1,1.213337360E1,1.749131997E1
2.344761500E0,8.528194902E1,3.241706415E1,2.298180986E1
2.354759500E0,8.111393209E1,3.441154005E1,2.313450405E1
2.364757500E0,7.476741567E1,2.272660930E1,1.960403476E1
2.374755500E0,4.963811295E1,2.064925029E1,1.869937695E1
