"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.264568125E0,1.007644653E0,-1.300207615E0,-7.203499794E0
3.274566125E0,1.070852995E0,-8.368023038E-1,-7.505734444E0
3.284564125E0,1.117777109E0,-1.518862844E-1,-7.656919479E0
3.294562125E0,1.175430179E0,3.886379898E-1,-7.873132706E0
3.304560125E0,1.408157945E0,6.012740731E-1,-8.320732117E0
3.314558125E0,2.026488066E0,5.580964684E-1,-8.651840210E0
3.324555125E0,2.936815739E0,5.964718461E-1,-8.489791870E0
3.334553125E0,3.602331638E0,7.212858796E-1,-8.353148460E0
3.344551125E0,3.802894592E0,6.249827743E-1,-8.372046471E0
3.354549125E0,3.354309082E0,6.494394541E-1,-8.219755173E0
3.364547125E0,2.837751389E0,1.134892106E0,-7.585766315E0
3.374545125E0,2.410631418E0,1.285570264E0,-6.678745747E0
3.384543125E0,1.791819572E0,9.680871367E-1,-5.620682240E0
3.394541125E0,6.500275731E-1,5.761944652E-1,-4.483983517E0
3.404539125E0,-4.741435647E-1,1.221258879E0,-3.581687689E0
3.414537125E0,-1.190255642E0,2.264745474E0,-2.814872980E0
3.424535125E0,-1.625607967E0,2.838852406E0,-1.886169672E0
3.434532125E0,-1.797993779E0,2.650372982E0,-6.341727376E-1
3.444531375E0,-1.685508013E0,2.001648188E0,9.131438136E-1
3.454529375E0,-1.236387849E0,9.513005614E-1,3.043981791E0
3.464527375E0,-8.952953815E-1,-4.746783674E-1,5.888187885E0
3.474525375E0,-7.575107217E-1,-1.507095814E0,8.869081497E0
3.484523375E0,-7.728531361E-1,-1.958993554E0,1.120221615E1
3.494521375E0,-9.885486960E-1,-1.967005610E0,1.232393265E1
3.504519375E0,-1.401768446E0,-1.833326101E0,1.224759007E1
3.514517375E0,-1.944331884E0,-1.568754792E0,1.150345421E1
3.524515375E0,-2.450021505E0,-1.193811536E0,1.069347191E1
3.534513375E0,-2.694509983E0,-1.033308983E0,1.012457752E1
3.544511375E0,-2.537021637E0,-1.270645380E0,9.808996201E0
3.554508375E0,-2.010390282E0,-1.856950879E0,9.800995827E0
3.564506375E0,-1.298582911E0,-2.238126993E0,9.897908211E0
3.574504375E0,-5.774199367E-1,-2.066754341E0,1.005264568E1
3.584502375E0,-2.020648867E-2,-1.523588896E0,1.013595867E1
3.594500375E0,2.268545926E-1,-1.106921315E0,9.839858055E0
3.604498375E0,2.919358611E-1,-7.201684713E-1,8.758996010E0
3.614496375E0,2.779529095E-1,-3.338465989E-1,7.439719200E0
3.624494375E0,3.472973406E-1,3.599886298E-1,6.152623653E0
3.634492375E0,7.163962126E-1,5.550813079E-1,5.336162090E0
3.644490375E0,8.050821424E-1,8.157810569E-1,4.081754684E0
3.654488375E0,6.842284799E-1,1.100872159E0,2.166095495E0
3.664485375E0,4.194221497E-1,1.676247001E0,7.278788090E-1
3.674483375E0,9.291010350E-2,2.162268162E0,3.287701905E-1
3.684481375E0,-4.666250944E-1,2.260297775E0,6.312805414E-1
3.694479375E0,-1.446699500E0,2.157548189E0,8.524684906E-1
3.704477375E0,-2.617623568E0,2.439431906E0,4.181692302E-1
3.714475375E0,-3.090408325E0,3.225569010E0,-5.241178870E-1
3.724473375E0,-2.663633108E0,3.368825436E0,-1.320466042E0
3.734471375E0,-1.711381912E0,2.333659887E0,-1.784406781E0
3.744469375E0,-7.461879253E-1,9.712589383E-1,-2.284000158E0
3.754467375E0,-6.565986276E-1,-3.527817428E-1,-2.758973598E0
3.764464375E0,-1.822739005E0,-1.164011478E0,-3.040009975E0
3.774462375E0,-3.843540668E0,-1.230989575E0,-3.092978001E0
3.784460375E0,-5.664198875E0,-3.787575066E-1,-3.034534931E0
3.794458375E0,-6.229259014E0,7.050272226E-1,-3.051946402E0
3.804456375E0,-5.233736992E0,8.810315132E-1,-3.016935825E0
3.814454375E0,-2.837610245E0,2.070890665E-1,-2.762433052E0
3.824452375E0,-3.395810425E-1,-6.535098553E-1,-2.883726597E0
3.834450375E0,1.230429173E0,-1.015470028E0,-3.536591768E0
3.844448375E0,1.750833988E0,-7.330467701E-1,-4.176183224E0
3.854446375E0,1.276247382E0,-2.092426419E-1,-4.502444744E0
3.864444375E0,4.847724140E-1,3.367711604E-1,-4.713191032E0
3.874441375E0,-7.114481181E-2,9.187845588E-1,-5.348242760E0
3.884439375E0,-2.286982238E-1,1.346652627E0,-6.328525543E0
3.894437375E0,-7.862244546E-2,1.738339067E0,-7.508104801E0
3.904435375E0,2.632398009E-1,2.097284079E0,-8.612906456E0
3.914433375E0,5.705457926E-1,2.564200640E0,-9.679636955E0
3.924431375E0,9.605854154E-1,3.042844296E0,-1.039732742E1
3.934429375E0,1.553346515E0,3.369884253E0,-1.068703270E1
3.944427375E0,2.370768785E0,3.525466919E0,-1.058909702E1
3.954425375E0,3.106677532E0,3.594355345E0,-1.029725742E1
3.964423375E0,3.547619343E0,3.689680576E0,-1.025953484E1
3.974421375E0,3.787183762E0,3.729968071E0,-1.038323975E1
3.984418375E0,4.084561825E0,3.597147465E0,-1.024876022E1
