"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.754630159E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.387023809E1,9.337955883E0
1.764630280E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.372022470E1,8.631093079E0
1.774630389E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.383910948E1,8.376038827E0
1.784630497E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.371461122E1,8.414589547E0
1.794630608E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.345575054E1,8.527284198E0
1.804630732E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.349165772E1,8.784568004E0
1.814630842E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.325736887E1,1.016835711E1
1.824630957E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.369000161E1,1.083600605E1
1.834631074E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.354746970E1,1.087870720E1
1.844631185E2,4.736390941E1,8.513253391E0,4.321785790E2,0.000000000E0,NaN,2.305701001E1,1.164947746E1
1.854631295E2,4.736390944E1,8.513248372E0,4.327441466E2,4.956571154E-2,2.138176468E2,2.288157983E1,1.198506939E1
1.864631412E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.270241211E1,1.233532175E1
1.874631536E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.264425595E1,1.208943143E1
1.884631643E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.266680313E1,1.136569149E1
1.894631756E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.231966834E1,1.211761356E1
1.904631858E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.219675930E1,1.211582099E1
1.914631976E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.217599876E1,1.199883794E1
1.924632090E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.304781129E1,1.243578505E1
1.934632206E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.325123024E1,1.268985296E1
1.944632313E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.419222290E1,1.284294841E1
1.954632437E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.388647008E1,1.301090387E1
1.964632546E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.402932814E1,1.186866155E1
1.974632660E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.411243054E1,1.112154296E1
1.984632765E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.424825595E1,1.034794238E1
1.994632876E2,4.736390965E1,8.513248583E0,4.327419894E2,0.000000000E0,2.138176470E2,2.381057675E1,1.020227543E1
2.004632996E2,4.736390287E1,8.513271897E0,4.321664341E2,8.437430255E-2,2.138176654E2,2.374694134E1,1.019188804E1
2.014633101E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.338319061E1,9.711522664E0
2.024633216E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.395197237E1,1.077764519E1
2.034633329E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.534402824E1,1.207710825E1
2.044633449E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.513694396E1,1.244898792E1
2.054633546E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.545310185E1,1.284165701E1
2.064633658E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.521538069E1,1.296689586E1
2.074633774E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.524383269E1,1.335868161E1
2.084633897E2,4.736390315E1,8.513272211E0,4.321698019E2,0.000000000E0,2.138176656E2,2.479610672E1,1.352388924E1
2.094634003E2,4.736387974E1,8.513257041E0,4.324831946E2,0.000000000E0,2.138176548E2,2.446776694E1,1.333866148E1
2.104634106E2,4.736387974E1,8.513257041E0,4.324831946E2,0.000000000E0,2.138176548E2,2.421130011E1,1.349679084E1
2.114634223E2,4.736387974E1,8.513257041E0,4.324831946E2,0.000000000E0,2.138176548E2,2.385981394E1,1.358152891E1
2.124634334E2,4.736387974E1,8.513257041E0,4.324831946E2,0.000000000E0,2.138176548E2,2.339357279E1,1.282227864E1
2.134634441E2,4.736387974E1,8.513257041E0,4.324831946E2,0.000000000E0,2.138176548E2,2.309601539E1,1.232579893E1
2.144634568E2,4.736387189E1,8.513241153E0,4.328387533E2,7.758698392E-2,2.138176428E2,2.265351237E1,1.241159908E1
