"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.093205500E0,2.149354613E0,-1.089263771E0,-2.164704139E0
1.103203500E0,9.557814851E-1,-7.577512014E-1,-2.197335695E0
1.113201500E0,-3.027384941E-1,1.900383094E-1,-7.621331048E-1
1.123199500E0,-6.901992691E-1,2.701820013E-1,6.397415257E-1
1.133197500E0,-8.606833199E-1,-8.428574252E-1,8.240861088E-1
1.143196500E0,-1.044748918E0,-1.699019605E0,9.426752436E-1
1.153194500E0,-2.123159964E0,-1.046132077E0,8.782646549E-1
1.163192500E0,-1.422006302E0,-4.781157142E-1,6.403893971E-1
1.173190500E0,9.432942445E-1,-2.266518196E-1,4.528475565E-1
1.183188500E0,2.273601075E0,3.697916588E-1,-3.122623658E-1
1.193186500E0,2.024012382E0,3.250242063E-1,-6.048453426E-1
1.203185500E0,1.094522464E0,8.409027010E-2,-8.362044632E-2
1.213183500E0,1.647200118E-1,1.360971603E-1,6.351403517E-1
1.223181500E0,-3.838425180E-1,1.667181516E-1,1.215878209E0
1.233179500E0,-3.833950599E-1,2.623002470E-2,2.256883155E0
1.243177500E0,6.947252333E-2,-3.542874742E-1,2.951483842E0
1.253176500E0,6.689107995E-1,-4.336300975E-1,2.362096784E0
1.263174500E0,1.176091707E0,-1.569875076E-1,1.328465762E0
1.273172500E0,9.209927447E-1,-2.420753127E-1,-8.097808957E-2
1.283170500E0,5.640927346E-1,-3.494231755E-1,-1.505374441E0
1.293168500E0,6.320401579E-1,-1.831874192E-1,-2.321722344E0
1.303166500E0,7.806956756E-1,1.899544019E-1,-2.578860084E0
1.313165500E0,5.996854672E-1,2.623604733E-1,-2.759226222E0
1.323163500E0,2.671088509E-1,1.641468385E-1,-2.519226086E0
1.333161500E0,1.683458702E-1,1.994894564E-2,-2.118300635E0
1.343159500E0,2.374283843E-1,-6.318474922E-1,-2.045699852E0
1.353157500E0,-1.058355973E0,-1.050979126E0,-1.004784368E0
1.363156500E0,-2.339695369E0,-1.003326365E0,4.261099935E-2
1.373154500E0,-2.099689971E0,-1.386600534E0,-7.693193328E-1
1.383152500E0,-1.430093147E0,-8.881821173E-1,-1.561002511E0
1.393150500E0,2.565318225E-1,2.581229961E-1,-1.308345492E0
1.403148500E0,1.204807383E0,9.362696189E-1,-1.163348578E0
1.413146500E0,1.351029290E0,1.112472539E0,-1.582364729E0
1.423145500E0,8.343641983E-1,1.337458487E0,-2.040018112E0
1.433143500E0,7.081261745E-1,1.285215077E0,-1.805751171E0
1.443141500E0,6.426483958E-1,9.183438098E-1,-1.527026680E0
1.453139500E0,5.184221797E-1,7.764810026E-1,-1.256365499E0
1.463137500E0,5.078934639E-1,5.971115229E-1,-9.012915748E-1
1.473136500E0,5.837042959E-1,5.288680843E-1,-2.577218771E-1
1.483134500E0,7.015553659E-1,4.851051834E-1,3.785493261E-1
1.493132500E0,1.017197276E0,4.350378147E-1,1.076030937E0
1.503130500E0,1.244980971E0,4.145023933E-1,1.635673209E0
1.513128500E0,1.337526607E0,4.498260078E-1,1.585981817E0
1.523126500E0,1.362518776E0,5.002611664E-1,1.566860252E0
1.533125500E0,1.065042045E0,4.157434648E-1,1.599331010E0
1.543123500E0,6.587667574E-1,2.190390372E-1,1.639389700E0
1.553121500E0,2.878037551E-1,2.630837739E-2,1.429529622E0
1.563119500E0,-1.083809195E-1,-2.512118796E-1,9.759201729E-1
1.573117500E0,-3.398112300E-1,-4.763168183E-1,6.155282056E-1
1.583116500E0,-5.899153545E-1,-5.405636850E-1,4.787483829E-1
1.593114500E0,-9.049522242E-1,-6.656835750E-1,7.540855819E-1
1.603112500E0,-1.082566516E0,-7.475454712E-1,1.281543610E0
1.613110500E0,-9.526978098E-1,-6.417263630E-1,1.894874432E0
1.623108500E0,-7.183172867E-1,-4.510375509E-1,2.487292687E0
1.633106500E0,-6.249268739E-1,-4.230410823E-1,2.786171361E0
1.643105500E0,-7.822283039E-1,-2.996949452E-1,2.797401524E0
1.653103500E0,-1.086184042E0,-3.268929765E-1,2.392442663E0
1.663101500E0,-1.519319758E0,-5.907933140E-1,1.821658521E0
1.673099500E0,-1.630756286E0,-7.641869393E-1,1.309952307E0
1.683097500E0,-1.529544199E0,-7.998590478E-1,1.004755132E0
1.693095500E0,-1.384280066E0,-6.933020210E-1,8.988158637E-1
1.703094500E0,-1.273408233E0,-7.391415605E-1,9.252622354E-1
1.713092500E0,-1.245850890E0,-7.795250630E-1,8.808888853E-1
1.723090500E0,-1.189857441E0,-8.013074031E-1,7.064155716E-1
1.733088500E0,-1.553956470E0,-1.626838067E0,4.081005692E-1
1.743086500E0,-1.099727655E0,-1.157417747E0,4.256176579E-1
1.753085500E0,5.854497629E-1,3.153798088E-1,3.699217594E-1
1.763083500E0,3.713796895E-1,-4.464875400E-1,-2.718768167E-1
1.773081500E0,-3.208626699E-2,-1.071073083E0,-4.426330554E-1
1.783079500E0,9.801458095E-1,1.769677359E-1,-2.285892946E-1
1.793077500E0,1.177378241E0,6.452800083E-1,-4.801827049E-1
1.803075250E0,9.809994299E-1,3.608831334E-1,-7.098876482E-1
1.813074250E0,9.540302441E-1,1.307390642E-1,-7.920591545E-1
1.823072250E0,7.932408037E-1,1.285922590E-1,-6.965448868E-1
1.833070250E0,8.537556850E-1,1.393716010E-1,-6.384165466E-1
1.843068250E0,1.016981806E0,2.124793383E-1,-6.991118145E-1
1.853066250E0,1.084335810E0,2.673841086E-1,-6.407033926E-1
1.863065250E0,9.349108721E-1,2.598865163E-1,-3.522409487E-1
1.873063250E0,7.410290417E-1,1.220091712E-1,-1.481468099E-1
1.883061250E0,3.766333031E-1,-1.956811649E-1,-4.103611028E-1
1.893059250E0,2.012975251E-2,-1.312296456E-1,-6.308672065E-1
1.903057250E0,-3.374665696E-2,9.196559250E-2,-9.040187162E-1
1.913055250E0,-8.288983673E-2,2.403059453E-1,-1.392517331E0
1.923054250E0,-1.879846942E-1,1.903642917E-1,-1.583807237E0
1.933052250E0,-2.791605106E-1,7.391406834E-2,-1.722600256E0
1.943050250E0,-4.392690426E-1,1.222144085E-1,-1.782618417E0
1.953048250E0,-3.829680669E-1,2.136543363E-1,-1.586271839E0
1.963046250E0,-2.196608886E-2,2.522173083E-1,-1.215144968E0
1.973044250E0,3.972686753E-1,2.755073529E-1,-7.916492647E-1
1.983043250E0,6.851311219E-1,3.677673528E-1,-3.901174575E-1
1.993041250E0,8.798454496E-1,3.559045216E-1,-1.271944821E-1
2.003039250E0,8.945611373E-1,3.599923101E-1,2.294845033E-1
2.013037250E0,7.705026631E-1,2.484242195E-1,4.784127527E-1
2.023035250E0,6.270690744E-1,1.029332149E-1,5.516877204E-1
2.033034250E0,4.387282848E-1,5.507550895E-2,6.792476535E-1
2.043032250E0,1.926814701E-1,-7.546825826E-2,7.149899286E-1
2.053030250E0,-7.045967951E-3,-2.563010037E-1,6.480662066E-1
2.063028250E0,-1.849717701E-1,-3.160765046E-1,5.398529559E-1
2.073026250E0,-2.330839761E-1,-3.122261131E-1,3.464200455E-1
2.083024250E0,-2.123577163E-1,-2.749258474E-1,1.929557776E-1
2.093023250E0,-1.806973824E-1,-2.402389947E-1,8.560966909E-2
2.103021250E0,-2.138926835E-1,-2.266170287E-1,8.398121953E-2
2.113019250E0,-2.992392278E-1,-2.187852681E-1,1.806982595E-1
2.123017250E0,-2.896802728E-1,-2.543661600E-1,2.990359640E-1
2.133015250E0,-2.648537260E-1,-1.822749612E-1,4.151476336E-1
2.143014250E0,-2.834049679E-1,-1.659355018E-1,4.961906272E-1
2.153012250E0,-2.693475305E-1,-1.535701025E-1,4.174099213E-1
2.163010250E0,-2.203925215E-1,-5.055210292E-2,2.384862918E-1
2.173008250E0,-2.274493799E-1,2.293424159E-2,9.982834339E-2
2.183006250E0,-1.715209083E-1,-1.427363813E-2,6.394515038E-3
2.193004250E0,-1.634450264E-1,-1.831347942E-2,-8.725507557E-2
2.203003250E0,-2.401305288E-2,5.945390403E-2,-2.431529546E-1
2.213001250E0,4.638208799E-2,1.810850528E-1,-3.831329584E-1
2.222999250E0,4.776115380E-2,2.004726657E-1,-3.637634718E-1
2.232997250E0,8.765882581E-2,1.790815043E-1,-2.109733880E-1
2.242995250E0,8.654383488E-2,1.594895312E-1,3.192345858E-2
2.252994250E0,1.964635223E-2,6.604780912E-2,1.291544688E-1
2.262992250E0,2.284762971E-2,-5.036382258E-2,1.163402957E-1
2.272990250E0,9.242255241E-4,-9.055056632E-2,-3.176441431E-2
2.282988250E0,2.841593318E-2,-1.517498642E-2,-2.761382675E-1
2.292986250E0,1.453669705E-1,3.540313661E-2,-4.976109159E-1
2.302984250E0,2.430856385E-1,5.724014819E-2,-5.881725919E-1
2.312983250E0,3.122989840E-1,1.053647795E-1,-4.926811284E-1
2.322981250E0,3.488715637E-1,9.802681625E-2,-4.241587776E-1
