"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.013037250E0,2.457962036E1,-1.665647888E1,-2.968796921E1
2.023035250E0,2.420901489E1,-1.668629456E1,-3.006632614E1
2.033034250E0,2.480090332E1,-1.643121338E1,-2.999757004E1
2.043032250E0,2.611978149E1,-1.576231003E1,-2.892190170E1
2.053030250E0,2.672698975E1,-1.534449768E1,-2.819442368E1
2.063028250E0,2.626690674E1,-1.546797562E1,-2.855572891E1
2.073026250E0,2.523858643E1,-1.605316162E1,-2.948853683E1
2.083024250E0,2.481494141E1,-1.625038528E1,-2.986044693E1
2.093023250E0,2.523687744E1,-1.618942261E1,-2.971288681E1
2.103021250E0,2.615190125E1,-1.566519928E1,-2.836324692E1
2.113019250E0,2.674192810E1,-1.534443665E1,-2.795947647E1
2.123017250E0,2.640666199E1,-1.550172424E1,-2.803760910E1
2.133015250E0,2.539759827E1,-1.589073563E1,-2.886411667E1
2.143014250E0,2.486875916E1,-1.601881027E1,-2.915806198E1
2.153012250E0,2.543263245E1,-1.608339310E1,-2.866427994E1
2.163010250E0,2.656413269E1,-1.555620193E1,-2.800571060E1
2.173008250E0,2.710466003E1,-1.551543808E1,-2.741456223E1
2.183006250E0,2.654649353E1,-1.575376892E1,-2.770112991E1
2.193004250E0,2.533433533E1,-1.621603775E1,-2.880204391E1
2.203003250E0,2.486454773E1,-1.649383545E1,-2.926427078E1
2.213001250E0,2.526902771E1,-1.651612473E1,-2.896634293E1
2.222999250E0,2.627299500E1,-1.597638702E1,-2.776123428E1
2.232997250E0,2.696995544E1,-1.576262283E1,-2.729059982E1
2.242995250E0,2.643916321E1,-1.583993912E1,-2.755600357E1
2.252994250E0,2.531321716E1,-1.639607239E1,-2.875245285E1
2.262992250E0,2.459870911E1,-1.671551895E1,-2.933897781E1
2.272990250E0,2.511918640E1,-1.660906219E1,-2.880259323E1
2.282988250E0,2.599284363E1,-1.631933594E1,-2.782743454E1
2.292986250E0,2.654716492E1,-1.605142593E1,-2.755860519E1
2.302984250E0,2.619786072E1,-1.628435898E1,-2.791418076E1
2.312983250E0,2.504112244E1,-1.679705429E1,-2.857051468E1
2.322981250E0,2.438194275E1,-1.718197632E1,-2.894365311E1
2.332979250E0,2.482106018E1,-1.699626160E1,-2.876655960E1
2.342977250E0,2.600349426E1,-1.642869568E1,-2.782903671E1
2.352975250E0,2.667161560E1,-1.608229828E1,-2.743003464E1
2.362973250E0,2.639299011E1,-1.604484940E1,-2.768115616E1
2.372972250E0,2.521385193E1,-1.644768906E1,-2.879447556E1
2.382970250E0,2.458970642E1,-1.659600830E1,-2.912685776E1
2.392968250E0,2.517396545E1,-1.639785004E1,-2.894359970E1
2.402966250E0,2.632893372E1,-1.592474365E1,-2.807977676E1
2.412964250E0,2.689356995E1,-1.570532227E1,-2.750799942E1
2.422963250E0,2.644783020E1,-1.602080345E1,-2.798226929E1
2.432961250E0,2.530168152E1,-1.639047813E1,-2.896466827E1
2.442959250E0,2.472038269E1,-1.650167274E1,-2.943311310E1
2.452957250E0,2.517497253E1,-1.635765648E1,-2.928838348E1
2.462955250E0,2.633796692E1,-1.585792351E1,-2.820528412E1
2.472953250E0,2.703459167E1,-1.566063499E1,-2.795835114E1
2.482952250E0,2.658604431E1,-1.580806923E1,-2.814356995E1
2.492950250E0,2.520603943E1,-1.633819389E1,-2.908616638E1
2.502948250E0,2.447273254E1,-1.658658409E1,-2.971981812E1
2.512946250E0,2.513877869E1,-1.634887886E1,-2.944381714E1
2.522944250E0,2.624363708E1,-1.593412209E1,-2.838808441E1
2.532942250E0,2.710499573E1,-1.569017220E1,-2.785675049E1
2.542941250E0,2.636000061E1,-1.595956230E1,-2.829403687E1
2.552939250E0,2.519584656E1,-1.657381248E1,-2.929283142E1
2.562937250E0,2.444190979E1,-1.674328423E1,-2.961031342E1
2.572935250E0,2.483058167E1,-1.661723518E1,-2.950337219E1
2.582933250E0,2.592652893E1,-1.612258339E1,-2.856492615E1
2.592932250E0,2.664717102E1,-1.593566704E1,-2.815847778E1
2.602930250E0,2.610392761E1,-1.609062767E1,-2.842426300E1
2.612928250E0,2.487715149E1,-1.682660866E1,-2.922349548E1
2.622926250E0,2.404273987E1,-1.715752602E1,-2.975489807E1
2.632924250E0,2.432029724E1,-1.719127846E1,-2.962664795E1
2.642922250E0,2.543159485E1,-1.679442787E1,-2.859840393E1
2.652921250E0,2.597572327E1,-1.663315392E1,-2.839956665E1
2.662919250E0,2.522293091E1,-1.669293594E1,-2.862826157E1
2.672917250E0,2.390261841E1,-1.735106659E1,-2.958769608E1
2.682915250E0,2.280892944E1,-1.740008163E1,-3.043519974E1
2.692913250E0,2.350241089E1,-1.728771210E1,-3.029248428E1
2.702912250E0,2.510971069E1,-1.651092148E1,-2.881754684E1
2.712910250E0,2.625189209E1,-1.590484238E1,-2.819191360E1
2.722908250E0,2.592346191E1,-1.569841003E1,-2.859035873E1
2.732906250E0,2.485443115E1,-1.624934769E1,-2.948112869E1
2.742904250E0,2.379434204E1,-1.671817398E1,-3.002560806E1
2.752902250E0,2.414862061E1,-1.697005463E1,-2.972144699E1
2.762901250E0,2.516571045E1,-1.694531250E1,-2.866797256E1
2.772899250E0,2.555108643E1,-1.744263077E1,-2.799048996E1
2.782897250E0,2.449461365E1,-1.851369095E1,-2.794914627E1
2.792895250E0,2.275437927E1,-2.012190247E1,-2.873695755E1
2.802894250E0,2.175155640E1,-2.111742783E1,-2.988003540E1
2.812893250E0,2.170675659E1,-2.171945953E1,-2.940856934E1
2.822891250E0,2.237896729E1,-2.164977074E1,-2.858823776E1
2.832889250E0,2.289660645E1,-2.179792595E1,-2.816815567E1
2.842887250E0,2.201029968E1,-2.219207954E1,-2.722254944E1
2.852885250E0,2.025752258E1,-2.335038185E1,-2.810689545E1
2.862883250E0,1.919667053E1,-2.402961922E1,-2.834731293E1
2.872882250E0,1.943006897E1,-2.410365868E1,-2.832767487E1
2.882880250E0,2.109260559E1,-2.344750595E1,-2.831329346E1
2.892878250E0,2.185285950E1,-2.319088364E1,-2.793882751E1
2.902876250E0,2.101487732E1,-2.316872406E1,-2.818064117E1
2.912874250E0,1.938752747E1,-2.393169022E1,-2.908605957E1
2.922873250E0,1.784451294E1,-2.432334900E1,-2.980547714E1
2.932871250E0,1.784182739E1,-2.409399414E1,-3.020083237E1
2.942869250E0,1.866809082E1,-2.341324234E1,-2.984226608E1
2.952867250E0,1.815789795E1,-2.308741760E1,-2.924703979E1
2.962865250E0,1.694253540E1,-2.332664871E1,-2.951380157E1
2.972863250E0,1.508970642E1,-2.454871750E1,-3.081338120E1
2.982862250E0,1.273847961E1,-2.508957291E1,-3.146007919E1
2.992860250E0,1.220603943E1,-2.543258286E1,-3.182832718E1
3.002858250E0,1.247935486E1,-2.482656479E1,-3.142802048E1
3.012856250E0,1.159654236E1,-2.464126968E1,-3.061803436E1
3.022854250E0,1.042991638E1,-2.472677231E1,-3.092179871E1
3.032852250E0,8.944229126E0,-2.544329071E1,-3.244519806E1
3.042851250E0,7.266601562E0,-2.561672211E1,-3.268215942E1
3.052849250E0,7.445343018E0,-2.544062424E1,-3.314418793E1
3.062847250E0,8.686203003E0,-2.435025406E1,-3.324525452E1
3.072845250E0,9.539962769E0,-2.380284691E1,-3.310511780E1
3.082843250E0,8.877441406E0,-2.370451546E1,-3.285196686E1
3.092842250E0,6.851242065E0,-2.418094826E1,-3.285221863E1
3.102840250E0,5.253875732E0,-2.468242455E1,-3.282433319E1
3.112838250E0,4.916351318E0,-2.469239616E1,-3.353890228E1
3.122836250E0,6.226181030E0,-2.411422920E1,-3.359459686E1
3.132834250E0,7.186889648E0,-2.389566231E1,-3.371698761E1
3.142832250E0,6.331985474E0,-2.396875191E1,-3.326639557E1
3.152831250E0,4.174545288E0,-2.495024109E1,-3.313026428E1
3.162829250E0,2.443878174E0,-2.576093292E1,-3.257452393E1
3.172827250E0,2.110214233E0,-2.613423920E1,-3.257036209E1
3.182825250E0,3.095016479E0,-2.576343536E1,-3.239067459E1
3.192823250E0,3.782943726E0,-2.556815910E1,-3.178822708E1
3.202822250E0,2.615646362E0,-2.584322166E1,-3.118877792E1
3.212820250E0,2.291870117E-2,-2.692667198E1,-3.129972076E1
3.222818250E0,-1.726852417E0,-2.751550102E1,-3.110913086E1
3.232816250E0,-1.847961426E0,-2.773470116E1,-3.093753052E1
3.242814250E0,-7.906494141E-1,-2.731432533E1,-3.100923920E1
3.252812250E0,1.265380859E0,-2.705665207E1,-3.062096786E1
3.262811250E0,4.872283936E-1,-2.708055115E1,-3.018508530E1
3.272809250E0,-1.589126587E0,-2.801319504E1,-2.932031631E1
3.282807250E0,-3.105499268E0,-2.839069748E1,-2.892389297E1
3.292805250E0,-3.662857056E0,-2.855049896E1,-2.954063797E1
3.302803250E0,-2.174606323E0,-2.804323959E1,-2.981579208E1
3.312801250E0,-9.947814941E-1,-2.756277847E1,-3.018576431E1
3.322800250E0,-1.673217773E0,-2.739336395E1,-3.022194290E1
3.332798250E0,-3.476196289E0,-2.801525497E1,-2.966038895E1
